기업명,인증연도,리콜종류,품목
아이사랑,2016,명령에따른리콜,아동복
올가,2016,명령에따른리콜,아동복
베네통코리아,2016,명령에따른리콜,아동복
리얼컴퍼니,2016,명령에따른리콜,아동복
JK인터스트리,2016,명령에따른리콜,아동복
디앤제이무역,2016,명령에따른리콜,아동복
데님코리아,2016,명령에따른리콜,아동복
명진에프앤지,2016,명령에따른리콜,아동복
명진에프앤지,2016,명령에따른리콜,아동복
꼬망스,2016,명령에따른리콜,아동복
디엠에스트레이딩,2016,명령에따른리콜,아동복
삼원색,2016,명령에따른리콜,아동복
에프앤케이,2016,명령에따른리콜,아동복
아은,2016,명령에따른리콜,아동복
엠제이,2016,명령에따른리콜,아동복
서양네트웍스,2016,명령에따른리콜,아동복
서양네트웍스,2016,명령에따른리콜,아동복
서양네트웍스,2016,명령에따른리콜,유아복
서양네트웍스,2016,명령에따른리콜,유아복
디앤제이무역,2016,명령에따른리콜,유아복
석지솔루션,2016,명령에따른리콜,유아복
국민교육사,2016,명령에따른리콜,완구
스타토이,2016,명령에따른리콜,완구
성진사,2016,명령에따른리콜,완구
비앤씨,2016,명령에따른리콜,완구
한화의료기,2016,명령에따른리콜,전기요
풀앤베어코리아유한회사,2016,자발적리콜,팬시핸드폰 케이스
에버링크,2016,자발적리콜,moxie4000
동조산업,2016,명령에따른리콜,학생용가방
제노바,2016,명령에따른리콜,학생용가방
스쿨룩스,2016,명령에따른리콜,교복
스쿨룩스,2016,명령에따른리콜,교복
진주월드,2016,명령에따른리콜,학용품(필통)
옴니버스,2016,명령에따른리콜,학용품(필통)
K&C,2016,명령에따른리콜,학생용가방
로운컬렉션,2016,명령에따른리콜,학생용가방
현대기업,2016,명령에따른리콜,학생용가방
새천매트,2016,자발적리콜,미끄럼방지매트
에이치케이코퍼레이션,2016,자발적리콜,Quick Release
에이치케이코퍼레이션,2016,자발적리콜,프론트 휠
액상코리아,2016,자발적리콜,충전용 어댑터
힐티코리아,2016,자발적리콜,힐티 로터리 함마드릴
에이원,2016,자발적리콜,유아용 의자
마호코퍼레이션,2016,자발적리콜,책가방
컴비스테크놀러지,2016,명령에따른리콜,조명기구용컨버터
한국몰리테크,2016,명령에따른리콜,LED등기구
에이티라이팅,2016,명령에따른리콜,LED등기구
샤인픽스,2016,명령에따른리콜,LED등기구
SunMax,2016,명령에따른리콜,컴퓨터용전원공급장치
동방하이테크,2016,명령에따른리콜,LED등기구
이솔전기,2016,명령에따른리콜,LED등기구
이솔전기,2016,명령에따른리콜,LED등기구
이솔전기,2016,명령에따른리콜,LED등기구
글로벌엘이디,2016,명령에따른리콜,LED등기구
비비조명,2016,명령에따른리콜,백열등기구
삼화테크,2016,명령에따른리콜,백열등기구
삼화테크,2016,명령에따른리콜,백열등기구
제일룩스,2016,명령에따른리콜,백열등기구
미광프레스,2016,명령에따른리콜,케이블릴
진아종합전기,2016,명령에따른리콜,케이블릴
남영전구,2016,명령에따른리콜,안정기내장형램프(LED용)
동성조명,2016,명령에따른리콜,안정기내장형램프(LED용)
라이톤,2016,명령에따른리콜,안정기내장형램프(LED용)
두영조명,2016,명령에따른리콜,안정기내장형램프(LED용)
오송조명,2016,명령에따른리콜,조명기구용컨버터
광명전기,2016,명령에따른리콜,조명기구용컨버터
삼양전기,2016,명령에따른리콜,조명기구용컨버터
진성전자,2016,명령에따른리콜,조명기구용컨버터
제리맥과이어,2016,명령에따른리콜,전기스탠드
네오아트,2016,명령에따른리콜,전기스탠드
램프다우연,2016,명령에따른리콜,전기스탠드
아뜨레,2016,명령에따른리콜,전기스탠드
호남전기조명,2016,명령에따른리콜,백열등기구
바이빔조명,2016,명령에따른리콜,백열등기구
호남전기조명,2016,명령에따른리콜,백열등기구
이솔전기,2016,명령에따른리콜,백열등기구
광명전기,2016,명령에따른리콜,LED등기구
이솔전기,2016,명령에따른리콜,백열등기구
이솔전기,2016,명령에따른리콜,백열등기구
호산에이스(H.A),2016,명령에따른리콜,형광등기구
에이치이비,2016,명령에따른리콜,LED램프
엔엠엘이디,2016,명령에따른리콜,LED램프
이오정보통신,2016,명령에따른리콜,직류전원장치
PNC_Partner,2016,명령에따른리콜,컴퓨터용전원공급장치
엔씨파워텍,2016,명령에따른리콜,컴퓨터용전원공급장치
태성파워,2016,명령에따른리콜,컴퓨터용전원공급장치
피닉스씨엔에스,2016,명령에따른리콜,컴퓨터용전원공급장치
엠제이테크놀로지,2016,명령에따른리콜,컴퓨터용전원공급장치
팬트와이어리스,2016,명령에따른리콜,직류전원장치
디엠케이코리아,2016,명령에따른리콜,직류전원장치
하늘컴,2016,명령에따른리콜,직류전원장치
태영전자,2016,명령에따른리콜,직류전원장치
지오텍,2016,명령에따른리콜,직류전원장치
애니일렉트로닉스,2016,명령에따른리콜,직류전원장치
디자인,2016,명령에따른리콜,직류전원장치
크로스몰,2016,명령에따른리콜,직류전원장치
anyclear,2016,명령에따른리콜,직류전원장치
코시,2016,명령에따른리콜,직류전원장치
코시,2016,명령에따른리콜,직류전원장치
황제라이트닝,2016,명령에따른리콜,LED등기구
조아하이테크,2016,명령에따른리콜,LED등기구
아우디전기조명,2016,명령에따른리콜,LED등기구
코스모스전기,2016,명령에따른리콜,LED등기구
보승전기,2016,명령에따른리콜,LED등기구
한승조명,2016,명령에따른리콜,LED등기구
아이탑,2016,명령에따른리콜,LED등기구
에스앤비,2016,명령에따른리콜,LED등기구
광명전기,2016,명령에따른리콜,LED등기구
신화테크,2016,명령에따른리콜,LED등기구
광성전등,2016,명령에따른리콜,LED등기구
삼화테크,2016,명령에따른리콜,LED등기구
고려산업,2016,명령에따른리콜,LED등기구
에스에스라이팅,2016,명령에따른리콜,LED등기구
쓰리씨라이팅인더스,2016,명령에따른리콜,LED등기구
DK테크,2016,명령에따른리콜,LED등기구
황제라이팅,2016,명령에따른리콜,LED등기구
코스모스전기,2016,명령에따른리콜,LED등기구
라이톤/원앤원플러스,2016,명령에따른리콜,LED등기구
그린에코,2016,명령에따른리콜,LED등기구
삼오전자,2016,명령에따른리콜,LED등기구
글로벌엘이디,2016,명령에따른리콜,LED등기구
한승조명,2016,명령에따른리콜,LED등기구
한승조명,2016,명령에따른리콜,LED등기구
한승조명,2016,명령에따른리콜,LED등기구
한승조명,2016,명령에따른리콜,LED등기구
비엠더블유코리아,2016,자발적리콜,BMW Baby Racer III
위피드,2016,자발적리콜,노트북 배터리
한국마이크로소프트코리아 유한회사,2016,자발적리콜,"서피스 프로, 서피스 프로2 및 서피스 3 (2015년 7월 15일까지 판매된 제품)의 '전원코드'"
비엔에프통상,2016,자발적리콜,아동의류
데님코리아,2015,명령에따른리콜,가정용섬유제품(아동복)
일도통상,2015,명령에따른리콜,가정용섬유제품(아동복)
비젼21,2015,명령에따른리콜,가정용섬유제품(성인)
브랜디드라이프스타일코리아,2015,명령에따른리콜,가정용섬유제품(성인)
브랜디드라이프스타일코리아,2015,명령에따른리콜,가정용섬유제품(성인)
소이,2015,명령에따른리콜,가정용섬유제품(아동복)
동천,2015,명령에따른리콜,가정용섬유제품(아동복)
주영물산,2015,명령에따른리콜,가정용섬유제품(아동복)
브랜디드라이프스타일코리아,2015,명령에따른리콜,가정용섬유제품(아동복)
제이원아이앤씨,2015,명령에따른리콜,가정용섬유제품(아동복)
K7018,2015,명령에따른리콜,가정용섬유제품(아동복)
YD어패럴,2015,명령에따른리콜,가정용섬유제품(아동복)
더콥,2015,명령에따른리콜,가정용섬유제품(아동복)
씽크,2015,명령에따른리콜,완구
주영조이,2015,명령에따른리콜,완구
GORTEZ,2015,명령에따른리콜,스노보드
지티지엔터프라이즈,2015,명령에따른리콜,스노보드
지티지엔터프라이즈,2015,명령에따른리콜,스노보드
세양스포츠,2015,명령에따른리콜,스노보드
브로즈디스트리뷰션,2015,명령에따른리콜,스노보드
다올테크,2015,명령에따른리콜,자동차용앞면창유리세정액
한국타이어앤테크놀로지,2015,자발적리콜,제네시스용 순정 타이어'벤투스 S1 노블2'
다원와이피,2015,명령에따른리콜,전기매트
승원전자,2015,명령에따른리콜,앰프
경오데코,2015,명령에따른리콜,크리스마스 츄리용 조명기구
다우에프앤지,2015,명령에따른리콜,크리스마스 츄리용 조명기구
홍진테크,2015,명령에따른리콜,전기온풍기
삼원온스파,2015,명령에따른리콜,전기온수매트
홍진테크,2015,명령에따른리콜,전기스토브
동일정밀공업,2015,명령에따른리콜,전기라디에이터
마이프랜드,2015,명령에따른리콜,전기라디에이터
상아전자,2015,명령에따른리콜,전기요
대호플러스,2015,명령에따른리콜,전기요
삼양전기산업사,2015,명령에따른리콜,전기요
신유일전자,2015,명령에따른리콜,전기요
한일생명과학,2015,명령에따른리콜,전기매트
대호플러스,2015,명령에따른리콜,전기매트
디엘컴퍼니,2015,명령에따른리콜,전기장판
동양생활,2015,명령에따른리콜,전기장판
금강생명과학,2015,명령에따른리콜,전기장판
대호플러스,2015,명령에따른리콜,전기장판
삼양전기산업사,2015,명령에따른리콜,전기장판
뉴한일산업&IDUN,2015,명령에따른리콜,전기장판
오파로스,2015,명령에따른리콜,전기방석
영메디칼바이오,2015,명령에따른리콜,전기방석
뉴한일산업&IDUN,2015,명령에따른리콜,전기방석
우진테크,2015,명령에따른리콜,전기방석
동천의료기,2015,명령에따른리콜,전기방석
에스엠코프,2015,명령에따른리콜,완구
하늘무역,2015,명령에따른리콜,휴대용레이저용품
한길산업,2015,명령에따른리콜,유아용캐리어
에스티커머스,2015,명령에따른리콜,스케이트보드
레이센,2015,명령에따른리콜,스케이트보드
투탑에프앤지,2015,명령에따른리콜,아동복
효성,2015,명령에따른리콜,휴대용레이저용품
클라우드파이브,2015,명령에따른리콜,킥보드
삼안월드,2015,명령에따른리콜,아동복
큐비앤맘,2015,명령에따른리콜,어린이용품
릴팡,2015,명령에따른리콜,어린이용품
비비즈,2015,명령에따른리콜,보행기
그레이트,2015,명령에따른리콜,아동복
서양네트웍스,2015,명령에따른리콜,아동복
서양네트웍스,2015,명령에따른리콜,아동복
꼬망스,2015,명령에따른리콜,아동복
유한어패럴,2015,명령에따른리콜,아동복
GB STYLE,2015,명령에따른리콜,유아용섬유제품
엠티코리아,2015,명령에따른리콜,휴대용레이저용품
슬로비/럭키스포츠,2015,명령에따른리콜,스케이트보드
랜드웨이스포츠,2015,명령에따른리콜,롤러스포츠보호장구
에스케이상사,2015,명령에따른리콜,합성수지제 어린이용품
유아랑,2015,명령에따른리콜,함성수지제 어린이용품
엘루고,2015,명령에따른리콜,어린이용장신구
보떼,2015,명령에따른리콜,어린이용장신구
엘루고,2015,명령에따른리콜,어린이용장신구
트랜덱스,2015,명령에따른리콜,아동복
참존어패럴,2015,명령에따른리콜,아동복
금우인터내셔날,2015,명령에따른리콜,아동복
정우코리아,2015,명령에따른리콜,아동복
광미교역,2015,명령에따른리콜,아동복
엠에이치트레이딩,2015,명령에따른리콜,아동복
아트비전,2015,명령에따른리콜,완구
오로라월드,2015,명령에따른리콜,완구
파파앤코,2015,명령에따른리콜,완구
대호종합상사,2015,명령에따른리콜,완구
퍼스트어패럴,2015,명령에따른리콜,아동복
디에스이,2015,명령에따른리콜,형광등기구
보승전기,2015,명령에따른리콜,형광등기구
동방하이테크,2015,명령에따른리콜,형광등기구
동방하이테크,2015,명령에따른리콜,형광등기구
동방하이테크,2015,명령에따른리콜,형광등기구
한아테크,2015,명령에따른리콜,형광등기구
한아테크,2015,명령에따른리콜,형광등기구
광민라이팅,2015,명령에따른리콜,형광등기구
아림산업,2015,명령에따른리콜,형광등기구
아림산업,2015,명령에따른리콜,형광등기구
아림산업,2015,명령에따른리콜,형광등용안정기
아림산업,2015,명령에따른리콜,형광등기구
양광필룩스,2015,명령에따른리콜,형광등기구
씨티전기,2015,명령에따른리콜,형광등기구
휴먼스라이팅,2015,명령에따른리콜,형광등용안정기
휴먼스라이팅,2015,명령에따른리콜,형광등기구
휴먼스라이팅,2015,명령에따른리콜,형광등기구
휴먼스라이팅,2015,명령에따른리콜,형광등기구
라루체,2015,명령에따른리콜,LED등기구
남명,2015,명령에따른리콜,LED등기구
보승전기,2015,명령에따른리콜,LED등기구
보승전기,2015,명령에따른리콜,LED등기구
보승전기,2015,명령에따른리콜,LED등기구
제넥스텍,2015,명령에따른리콜,LED등기구
TF LED Light(남명),2015,명령에따른리콜,LED등기구
일신,2015,명령에따른리콜,LED등기구
일신,2015,명령에따른리콜,LED등기구
쌍사산업,2015,명령에따른리콜,LED등기구
삼양전기,2015,명령에따른리콜,LED등기구
동성,2015,명령에따른리콜,LED등기구
진성애드,2015,명령에따른리콜,LED등기구
한아테크,2015,명령에따른리콜,LED등기구
고려산업,2015,명령에따른리콜,LED등기구
고려산업,2015,명령에따른리콜,LED등기구
아이탑,2015,명령에따른리콜,LED등기구
메이리,2015,명령에따른리콜,LED등기구
코스모스전기,2015,명령에따른리콜,LED등기구
그린에코,2015,명령에따른리콜,LED등기구
보승전기,2015,명령에따른리콜,LED등기구
보승전기,2015,명령에따른리콜,LED등기구
보승전기,2015,명령에따른리콜,LED등기구
장안조명,2015,명령에따른리콜,LED등기구
아우디전기조명,2015,명령에따른리콜,LED등기구
M.T.L(한국몰리테크지점),2015,명령에따른리콜,LED등기구
씨티전기,2015,명령에따른리콜,LED등기구
씨티전기,2015,명령에따른리콜,LED등기구
씨티전기,2015,명령에따른리콜,LED등기구
진성애드,2015,명령에따른리콜,LED등기구
비엔에프코리아,2015,명령에따른리콜,LED등기구
에스에스라이트,2015,명령에따른리콜,LED등기구
에스에스라이트,2015,명령에따른리콜,LED등기구
이노이스코리아,2015,명령에따른리콜,직류전원장치
이노이스코리아,2015,명령에따른리콜,직류전원장치
도경LED,2015,명령에따른리콜,LED등기구
웰스,2015,명령에따른리콜,직류전원장치
리더스조명,2015,명령에따른리콜,LED등기구
거대자전거,2015,자발적리콜,2010 XTC 2 외
태영전기,2015,명령에따른리콜,코드
포스트오에이,2015,명령에따른리콜,천공기
진아종합전기,2015,명령에따른리콜,코드
성운전선,2015,명령에따른리콜,코드
미라클산업,2015,명령에따른리콜,코드
계양전기,2015,명령에따른리콜,전기용접기
화성기전,2015,명령에따른리콜,전기용접기
무인양품,2015,자발적리콜,스툴 및 스툴커버
핀에스코리아,2015,명령에따른리콜,고령자용보행차
케어메이트,2015,명령에따른리콜,고령자용보행차
옴니버스,2015,명령에따른리콜,학용품
글로벌라이센싱,2015,명령에따른리콜,학용품
진주월드,2015,명령에따른리콜,학생용 가방
오뜨콜렉션,2015,명령에따른리콜,학생용 가방
에스앤디컴퍼니,2015,명령에따른리콜,학생용 가방
빅토리아앤프렌즈,2015,명령에따른리콜,학생용 가방
MK상사,2015,명령에따른리콜,학생용 가방
MK상사,2015,명령에따른리콜,학생용 가방
에스디엘,2015,명령에따른리콜,학생용 가방
에코아이,2015,자발적리콜,직류전원장치
오송조명,2015,명령에따른리콜,형광등용안정기
오송조명,2015,명령에따른리콜,형광등용안정기
인테크,2015,명령에따른리콜,형광등용안정기
오송조명,2015,명령에따른리콜,형광등용안정기
에너지라인,2015,명령에따른리콜,형광등용안정기
동방하이테크,2015,명령에따른리콜,형광등용안정기
아림산업,2015,명령에따른리콜,형광등용안정기
보승전기,2015,명령에따른리콜,형광등용안정기
보승전기,2015,명령에따른리콜,형광등용안정기
"Shanghai Haneup Lighting Electric Co., Ltd(에스앤비)",2015,명령에따른리콜,형광등용안정기
화이브엠텍,2015,명령에따른리콜,형광등용안정기
광명하이테크,2015,명령에따른리콜,형광등용안정기
동방하이테크,2015,명령에따른리콜,형광등용안정기
다우엘이디,2015,명령에따른리콜,형광등용안정기
이비테크,2015,명령에따른리콜,형광등용안정기
콤비코리아,2015,자발적리콜,자동차용어린이보호장치
동양이지텍,2015,명령에따른리콜,전기온수매트
한국로버트보쉬,2015,자발적리콜,드레멜 8050
우리플러스,2015,명령에따른리콜,전기방석
아림산업,2015,명령에따른리콜,형광등용안정기
인테크,2015,명령에따른리콜,형광등용안정기
수코퍼레이션,2015,명령에따른리콜,전기오븐기기
"Xiamen Metrotec Electronic Industry Co., Ltd(피시팝컴퍼니)",2015,명령에따른리콜,컴퓨터용전원공급장치
신세계,2015,명령에따른리콜,직류전원장치
스토리지선,2015,명령에따른리콜,직류전원장치
디엔에스테크놀러지,2015,명령에따른리콜,직류전원장치
심천과원태실업유한공사,2015,명령에따른리콜,직류전원장치
비욘더탑,2015,명령에따른리콜,컴퓨터용전원공급장치
Forset Tiger Electronic Technology(엔씨파워텍),2015,명령에따른리콜,컴퓨터용전원공급장치
"Style Electronics Co., Ltd(피시팝컴퍼니)",2015,명령에따른리콜,컴퓨터용전원공급장치
두현일렉,2015,명령에따른리콜,직류전원장치
일진전자,2015,명령에따른리콜,직류전원장치
파워랜드,2015,명령에따른리콜,직류전원장치
뉴(NEW)대웅,2015,명령에따른리콜,전기약탕기
"Guangdong Yuelin Electrical Technology Co., Ltd'9(에이원아이엔티)",2015,명령에따른리콜,컴퓨터용전원공급장치
PNC_Partner,2015,명령에따른리콜,컴퓨터용전원공급장치
"Guangdong Yuelin Electrical Technology Co., Ltd'9(에이원아이엔티)",2015,명령에따른리콜,컴퓨터용전원공급장치
에이테크,2015,명령에따른리콜,직류전원장치
퍼펙트파워,2015,명령에따른리콜,직류전원장치
완전사,2015,명령에따른리콜,직류전원장치
지오텍,2015,명령에따른리콜,직류전원장치
지오텍,2015,명령에따른리콜,직류전원장치
유플러스씨앤에이,2015,명령에따른리콜,직류전원장치
"Shenzhen Electronic Co., LTD(파워컨버전스)",2015,명령에따른리콜,직류전원장치
지오텍,2015,명령에따른리콜,직류전원장치
보떼,2015,명령에따른리콜,어린이용장신구
오팔인터내셔널(한세드림),2015,명령에따른리콜,아동용섬유제품
S.H.T(제이제이티앤지),2015,명령에따른리콜,완구
홈플러스,2015,명령에따른리콜,완구
신화제모,2015,명령에따른리콜,유아용섬유제품
아이산업,2015,명령에따른리콜,완구
서양네트웍스,2015,명령에따른리콜,유아용섬유제품
콤마모자,2015,명령에따른리콜,유아용섬유제품
드림캡스,2015,명령에따른리콜,유아용섬유제품
이랜드월드,2015,명령에따른리콜,아동용섬유제품
경덕섬유,2015,명령에따른리콜,유아용섬유제품
콤마모자,2015,명령에따른리콜,유아용섬유제품
콤마모자,2015,명령에따른리콜,유아용섬유제품
지유케이트레이딩,2015,명령에따른리콜,아동용섬유제품
미카엘,2015,명령에따른리콜,유아용 섬유제품
동성제모사,2015,명령에따른리콜,유아용섬유제품
해인사업,2015,명령에따른리콜,아동용섬유제품
앤비디아홍콩홀딩즈리미티드,2015,자발적리콜,쉴드 태블릿 8인치
두로카리스마,2015,명령에따른리콜,공기주입보트
RONG HAU(토이앤토이),2015,명령에따른리콜,완구
한빛시스템,2015,명령에따른리콜,전격살충기
브레인스포츠,2015,명령에따른리콜,수영복
협진티앤디,2015,명령에따른리콜,우양산
서양네트웍스,2015,명령에따른리콜,수영복
이랜드월드,2015,명령에따른리콜,수영복
우인에프씨씨,2015,명령에따른리콜,수영복
주현스포츠,2015,명령에따른리콜,수영복
HENGSHUN UMBRELLA LTD.(아트박스),2015,명령에따른리콜,우산
hengcheng(홍승무역),2015,명령에따른리콜,우양산
한빛시스템,2015,명령에따른리콜,전격살충기
브라이트,2015,명령에따른리콜,공기주입물놀이기구
"YIWU CITY LITTLE ANGEL TOYS CO., LTD.(플레이위즈)",2015,명령에따른리콜,공기주입보트
SHENZHEN JIALIANRUN( 랩),2015,명령에따른리콜,우양산
야벳,2015,명령에따른리콜,수영복
이랜드월드,2015,명령에따른리콜,수영복
K3037,2015,명령에따른리콜,수영복
준성테크,2015,자발적리콜,고정형 LED등기구
준성테크,2015,자발적리콜,고정형 LED등기구
루미앤,2015,자발적리콜,전기스탠드
쌍사산업,2015,자발적리콜,안정기내장형램프
쌍사산업,2015,자발적리콜,안정기내장형램프
쌍사산업,2015,자발적리콜,안정기내장형램프
쌍사산업,2015,자발적리콜,안정기내장형램프
쌍사산업,2015,자발적리콜,안정기내장형램프
쌍사산업,2015,자발적리콜,안정기내장형램프
쌍사산업,2015,자발적리콜,안정기내장형램프
쌍사산업,2015,자발적리콜,안정기내장형램프
쌍사산업,2015,자발적리콜,안정기내장형램프
서양네트웍스,2015,자발적리콜,아동용 섬유제품
화예엘이디,2015,자발적리콜,LED등기구
서진네트웍스,2015,자발적리콜,직류전원장치
세영G.M,2015,자발적리콜,백열등기구
세영G.M,2015,자발적리콜,백열등기구
예도전기조명,2015,자발적리콜,백열등기구(매입형)
예도전기조명,2015,자발적리콜,백열등기구(매입형)
아리움,2015,자발적리콜,직류전원장치
제경조명,2015,자발적리콜,백열등기구
제경조명,2015,자발적리콜,백열등기구
세영G.M,2015,자발적리콜,백열등기구
세영G.M,2015,자발적리콜,전기스텐드
세영G.M,2015,자발적리콜,백열등기구
에스앤비,2015,자발적리콜,투광조명기구(LED)
거대자전거,2015,자발적리콜,"REVEL 3, RINCON"
JAG  FOOTWEAR,2015,명령에따른리콜,가죽제품
SG세계물산,2015,명령에따른리콜,가죽제품
주영,2015,명령에따른리콜,가죽제품
크레송,2015,명령에따른리콜,가죽제품
SG세계물산,2015,명령에따른리콜,가죽제품
망고코리아,2015,명령에따른리콜,가죽제품
한남사,2015,명령에따른리콜,가죽제품
엘칸토,2015,명령에따른리콜,가죽제품
우성I&C,2015,명령에따른리콜,가죽제품
탠디,2015,명령에따른리콜,가죽제품
제미앤에프,2015,명령에따른리콜,가죽제품
대건산업,2015,명령에따른리콜,폴리염화비닐관
성주디앤디,2015,명령에따른리콜,가죽제품
대성산업,2015,명령에따른리콜,폴리염화비닐관
대성산업,2015,명령에따른리콜,폴리염화비닐관
동서,2015,명령에따른리콜,폴리염화비닐관
금성화학,2015,명령에따른리콜,폴리염화비닐관
금성화학,2015,명령에따른리콜,폴리염화비닐관
금강,2015,명령에따른리콜,폴리염화비닐관
대성산업,2015,명령에따른리콜,폴리염화비닐관
금성화학,2015,명령에따른리콜,폴리염화비닐관
동서,2015,명령에따른리콜,폴리염화비닐관
동서,2015,명령에따른리콜,폴리염화비닐관
세진알미늄,2015,명령에따른리콜,휴대용사다리
금오,2015,명령에따른리콜,폴리염화비닐관
금오,2015,명령에따른리콜,폴리염화비닐관
킴스트레이딩,2015,자발적리콜,가정용 음식물 분쇄기
코엠아이에스이,2015,자발적리콜,가정용 음식물 분쇄기
핀다코리아,2015,명령에따른리콜,직류전원장치
니즈,2015,명령에따른리콜,직류전원장치
한테크,2015,명령에따른리콜,직류전원장치
에스티엔케이,2015,명령에따른리콜,직류전원장지
에바코,2015,명령에따른리콜,직류전원장치
Mooko,2015,명령에따른리콜,직류전원장치
Seven-Korea,2015,명령에따른리콜,직류전원장치
에코,2015,명령에따른리콜,직류전원장치
제이에스컴퍼니,2015,명령에따른리콜,직류전원장치
헬로,2015,명령에따른리콜,직류전원장치
SMI,2015,명령에따른리콜,어린이용장신구
쁘띠엘원,2015,명령에따른리콜,합성수지제어린이용품
킹카스포츠,2015,명령에따른리콜,롤러스포츠보호장구
제이원아이앤씨,2015,명령에따른리콜,아동용섬유제품
지에스지엠,2015,명령에따른리콜,"유아,아동용 섬유제품"
카라라마코리아,2015,명령에따른리콜,킥보드
엑시코,2015,명령에따른리콜,롤러스포츠보호장구
랜드웨이스포츠,2015,명령에따른리콜,롤러스포츠보호장구
토이스타,2015,명령에따른리콜,비비탄총
엑시코,2015,명령에따른리콜,인라인롤러스케이트
프리매로,2015,명령에따른리콜,유아용침대
유진로봇 지나월드,2015,명령에따른리콜,유아용 삼륜차
한일레인보우,2015,명령에따른리콜,유모차
가온에이스,2015,명령에따른리콜,합성수지제어린이용품
앙상블,2015,명령에따른리콜,창문블라인드
이화사,2015,명령에따른리콜,어린이용장신구
필인터내셔널,2015,명령에따른리콜,아동용섬유제품
퍼스트어패럴,2015,명령에따른리콜,아동용섬유제품
광미교역,2015,명령에따른리콜,아동용섬유제품
광미교역,2015,명령에따른리콜,아동용섬유제품
비제이어페럴,2015,명령에따른리콜,아동용섬유제품
대원에프앤드씨,2015,명령에따른리콜,아동용섬유제품
아진,2015,명령에따른리콜,아동용섬유제품
이랜드리테일,2015,명령에따른리콜,아동용섬유제품
제로투세븐,2015,명령에따른리콜,아동용섬유제품
KS덕수,2015,명령에따른리콜,아동용섬유제품
삼원색,2015,명령에따른리콜,아동용섬유제품
S.H무역,2015,명령에따른리콜,유아용섬유제품
펜코무역,2015,명령에따른리콜,유아용섬유제품
한국레노버 유한회사,2015,자발적리콜,노트북용 리튬이온 배터리
광성산업,2015,명령에따른리콜,LED등기구
리더스조명,2015,명령에따른리콜,LED 매입등
엑시코,2015,자발적리콜,인라인 롤러 스케이트
랜드웨이스포츠,2015,자발적리콜,인라인스케이트
스포키,2015,자발적리콜,인라인스케이트
킹카스포츠,2015,자발적리콜,인라인스케이트
케이엠 라이팅,2015,명령에따른리콜,LED램프
고려물산,2015,명령에따른리콜,LED 램프
CDN라이팅,2015,명령에따른리콜,LED 등기구
비엔에프코리아,2015,명령에따른리콜,LED 등기구
에스엠비,2015,명령에따른리콜,LED 램프
제일조명,2015,명령에따른리콜,LED 램프
에스에스라이팅,2015,명령에따른리콜,LED 램프
파크몰,2015,명령에따른리콜,LED 램프
파룩스,2015,명령에따른리콜,LED 등기구
장안조명,2015,명령에따른리콜,LED 등기구
성화전자,2015,명령에따른리콜,LED 등기구
예도전기조명,2015,명령에따른리콜,LED 등기구
예도전기조명,2015,명령에따른리콜,LED 등기구
아세아전기,2015,명령에따른리콜,LED 램프
에스엠비,2015,명령에따른리콜,LED 램프
위지아이,2015,명령에따른리콜,LED 등기구
백운조명,2015,명령에따른리콜,LED 등기구
백운조명,2015,명령에따른리콜,LED 등기구
광진조명,2015,명령에따른리콜,LED 등기구
장안조명,2015,명령에따른리콜,LED 등기구
종로조명,2015,명령에따른리콜,LED 등기구
동영,2015,명령에따른리콜,LED 등기구
광성산업,2015,명령에따른리콜,LED 등기구
쓰리씨라이팅인더스,2015,명령에따른리콜,LED 등기구
동영,2015,명령에따른리콜,LED 등기구
닛시라이텍,2015,명령에따른리콜,LED 등기구
일신산업,2015,명령에따른리콜,LED 등기구
아시아슈퍼네트웍제조장,2015,명령에따른리콜,LED 등기구
장안조명,2015,명령에따른리콜,LED 등기구
삼양전기,2015,명령에따른리콜,LED 등기구
삼창휴먼라이트,2015,명령에따른리콜,LED 등기구
에이치에스엘이디라이팅,2015,명령에따른리콜,LED 등기구
동성조명,2015,명령에따른리콜,LED 등기구
이지엠산업,2015,명령에따른리콜,LED 등기구
덕일조명,2015,명령에따른리콜,LED 등기구
수연라이팅,2015,명령에따른리콜,LED 등기구
희테크,2015,명령에따른리콜,LED 등기구
이지엠산업,2015,명령에따른리콜,LED 등기구
한자원,2015,명령에따른리콜,LED 등기구
한아테크,2015,명령에따른리콜,LED 등기구
씨티전기,2015,명령에따른리콜,LED 등기구
아세아전기,2015,명령에따른리콜,LED 등기구
엘이디그린티,2015,명령에따른리콜,LED 등기구
광민라이팅,2015,명령에따른리콜,LED 등기구
화이브엠텍,2015,명령에따른리콜,LED 등기구
아세아전기,2015,명령에따른리콜,LED 등기구
아시아슈퍼네트웍제조장,2015,명령에따른리콜,LED 등기구
한아테크,2015,명령에따른리콜,LED 등기구
광명전기,2015,명령에따른리콜,LED 등기구
보승전기,2015,명령에따른리콜,LED 등기구
보승전기,2015,명령에따른리콜,LED 등기구
정우레포츠,2015,자발적리콜,카드홀더
서양네트웍스,2015,명령에따른리콜,학생용 가방
거화아이엔씨,2015,명령에따른리콜,어린이용 가방
재준상사(아이윌팬시),2015,명령에따른리콜,학용품(필통)
한멋코퍼레이션,2015,명령에따른리콜,학생용 가방
광미교역,2015,명령에따른리콜,어린이용 가방
성광교역,2015,명령에따른리콜,완구
